index,num,titulo,url,campo,antes,despues,evidencia
93,000094,Dark Sun: Shattered Lands,juegos/dark-sun-shattered-lands-bigbox/,idioma,[],"[""Español""]",tags: software traducido al castellano
93,000094,Dark Sun: Shattered Lands,juegos/dark-sun-shattered-lands-bigbox/,soporte,[],"[""Disquete 3,5\""""]","incluye: 5 disquetes de 3,5 HD"
94,000095,Avalon Hill's Squad Leader,juegos/squad-leader-esp-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande para PC CD-ROM || tags: edición española
94,000095,Avalon Hill's Squad Leader,juegos/squad-leader-esp-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
95,000096,Conqueror: A.D. 1086,juegos/conqueror-ad-1086-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande conserva especial interés documental por tratarse de la versión original con manual traducido al español y distribución de Sierra/Coktel Educative en formato CD-ROM compatible con DOS y Windows 95 || tags: edición española
95,000096,Conqueror: A.D. 1086,juegos/conqueror-ad-1086-bigbox/,idioma,[],"[""Español""]",tags: manual en español || descripcion: Esta edición española en caja grande conserva especial interés documental por tratarse de la versión original con manual traducido al español y distribución de Sierra/Coktel Educative en formato CD-ROM compatible con DOS y Windows 95
95,000096,Conqueror: A.D. 1086,juegos/conqueror-ad-1086-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
96,000097,Duke Nukem 3D,juegos/duke-nukem-3d-bigbox/,mercado,[],"[""Europa""]",tags: edición europea
96,000097,Duke Nukem 3D,juegos/duke-nukem-3d-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
97,000098,Majesty: The Fantasy Kingdom Sim,juegos/majesty-the-fantasy-kingdom-sim-bigbox/,mercado,[],"[""España""]",descripcion: La edición española en caja grande distribuida por Proein conserva manual en castellano y software en inglés || descripcion: representando una publicación física tardía de MicroProse/Hasbro en el mercado español de PC CD-ROM || tags: edición española
97,000098,Majesty: The Fantasy Kingdom Sim,juegos/majesty-the-fantasy-kingdom-sim-bigbox/,idioma,[],"[""Español"", ""Inglés""]","incluye: Manual en castellano || tags: software en inglés || tags: manual en castellano || descripcion: La edición española en caja grande distribuida por Proein conserva manual en castellano y software en inglés, representando una publicación física tardía de MicroProse/Hasbro en el mercado español de PC CD-ROM"
97,000098,Majesty: The Fantasy Kingdom Sim,juegos/majesty-the-fantasy-kingdom-sim-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
98,000099,Zork: Grand Inquisitor,juegos/zork-grand-inquisitor-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande conserva especial interés documental por representar una de las últimas grandes producciones comerciales vinculadas a la marca Zork en la era del CD-ROM multimedia || tags: edición española
98,000099,Zork: Grand Inquisitor,juegos/zork-grand-inquisitor-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
99,000100,Fantasy General,juegos/fantasy-general-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
100,000101,Star General,juegos/star-general-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
101,000102,Steel Panthers,juegos/steel-panthers-us-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición Big Box distribuida en España por Proein bajo sello Mindscape/SSI incorpora manual en castellano y resulta especialmente interesante para preservación por conservar tanto el juego base en CD-ROM como material asociado al Steel Panthers Campaign Disk || tags: edición española
101,000102,Steel Panthers,juegos/steel-panthers-us-bigbox/,idioma,[],"[""Español""]",tags: manual en castellano || descripcion: Esta edición Big Box distribuida en España por Proein bajo sello Mindscape/SSI incorpora manual en castellano y resulta especialmente interesante para preservación por conservar tanto el juego base en CD-ROM como material asociado al Steel Panthers Campaign Disk
101,000102,Steel Panthers,juegos/steel-panthers-us-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM del juego en caja jewel case || incluye: CD-ROM Steel Panthers Campaign Disk en caja jewel case
102,000103,Advanced Civilization,juegos/advanced-civilization-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
103,000104,Delta Force: The Art of War,juegos/delta-force-the-art-of-war-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande fue distribuida por Friendware y conserva interés documental por incluir textos || tags: edición española
103,000104,Delta Force: The Art of War,juegos/delta-force-the-art-of-war-bigbox/,idioma,[],"[""Español""]","tags: textos en castellano || tags: voces en castellano || tags: manual en castellano || descripcion: Esta edición española en caja grande fue distribuida por Friendware y conserva interés documental por incluir textos, voces y manuales en castellano, además de representar una de las sagas militares más identificables del PC de finales de los años noventa"
103,000104,Delta Force: The Art of War,juegos/delta-force-the-art-of-war-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
104,000105,Delta Force 2,juegos/delta-force-2-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
105,000106,Delta Force: Land Warrior,juegos/delta-force-land-warrior-bigbox/,mercado,[],"[""España""]",descripcion: La edición mostrada corresponde a una versión española en caja grande para PC CD-ROM || tags: edición española
105,000106,Delta Force: Land Warrior,juegos/delta-force-land-warrior-bigbox/,idioma,[],"[""Español""]","tags: traducido al castellano || tags: doblado al castellano || descripcion: La edición mostrada corresponde a una versión española en caja grande para PC CD-ROM, destacada por estar traducida y doblada al castellano"
105,000106,Delta Force: Land Warrior,juegos/delta-force-land-warrior-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
106,000107,Command: Aces of the Deep,juegos/command-aces-of-the-deep-bigbox/,mercado,[],"[""España""]",descripcion: La edición física distribuida en España por Coktel Educative conserva especial interés documental por su manual traducido al español || tags: edición española
106,000107,Command: Aces of the Deep,juegos/command-aces-of-the-deep-bigbox/,idioma,[],"[""Español""]","incluye: Manual en español || tags: manual traducido al español || descripcion: La edición física distribuida en España por Coktel Educative conserva especial interés documental por su manual traducido al español, sus materiales de referencia y su pertenencia al catálogo de simuladores militares complejos de Sierra/Dynamix de mediados de los noventa"
106,000107,Command: Aces of the Deep,juegos/command-aces-of-the-deep-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
107,000108,Mortal Kombat 3,juegos/mortal-kombat-3-bigbox/,mercado,[],"[""Europa""]",descripcion: Esta edición europea en caja grande || tags: edición europea
107,000108,Mortal Kombat 3,juegos/mortal-kombat-3-bigbox/,idioma,[],"[""Multilingüe""]","descripcion: Esta edición europea en caja grande, publicada bajo el sello GT Interactive con marcas de Midway y Williams, representa una distribución física multilingüe de la época del CD-ROM, cuando las conversiones arcade para PC buscaban trasladar al entorno doméstico la experiencia de las máquinas recreativas"
107,000108,Mortal Kombat 3,juegos/mortal-kombat-3-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
108,000109,Toonstruck,juegos/toonstruck-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande conserva especial interés documental por su localización física al castellano || tags: edición española
108,000109,Toonstruck,juegos/toonstruck-bigbox/,idioma,[],"[""Español""]",incluye: Manual en castellano
108,000109,Toonstruck,juegos/toonstruck-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en estuche jewel case
109,000110,Leisure Suit Larry 5: Passionate Patti Does a Little Undercover Work,juegos/leisure-suit-larry-5-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande distribuida por MCM Software corresponde a la versión en disquetes de 3 || tags: edición española
109,000110,Leisure Suit Larry 5: Passionate Patti Does a Little Undercover Work,juegos/leisure-suit-larry-5-bigbox/,soporte,[],"[""Disquete 3,5\""""]","incluye: 8 disquetes de 3,5 pulgadas HD"
110,000111,Leisure Suit Larry 6: Shake It Up or Slip Out!!,juegos/leisure-suit-larry-6-shake-it-up-or-slip-out-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande distribuida por MCM Software conserva especial interés documental por su presentación localizada || tags: edición española
110,000111,Leisure Suit Larry 6: Shake It Up or Slip Out!!,juegos/leisure-suit-larry-6-shake-it-up-or-slip-out-bigbox/,soporte,[],"[""Disquete 3,5\""""]","incluye: 6 disquetes de 3,5 pulgadas"
111,000112,Elvira II: The Jaws of Cerberus,juegos/elvira-ii-the-jaws-of-cerberus-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española distribuida por ERBE corresponde a la versión VGA de 256 colores para PC compatibles MS-DOS || tags: edición española
111,000112,Elvira II: The Jaws of Cerberus,juegos/elvira-ii-the-jaws-of-cerberus-bigbox/,soporte,[],"[""Disquete 3,5\""""]","incluye: 3 disquetes de 3,5 HD"
112,000113,Amazon: Guardians of the Eden,juegos/amazon-guardians-of-the-eden-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española distribuida por Dro Soft bajo sello U || tags: edición española
112,000113,Amazon: Guardians of the Eden,juegos/amazon-guardians-of-the-eden-bigbox/,idioma,[],"[""Español""]","tags: software traducido al castellano || descripcion: Gold destaca por su software traducido al castellano y por representar una etapa muy concreta del PC multimedia anterior a la consolidación masiva del CD-ROM, cuando algunas aventuras de gran producción todavía se distribuían en múltiples disquetes de 3,5 pulgadas"
112,000113,Amazon: Guardians of the Eden,juegos/amazon-guardians-of-the-eden-bigbox/,soporte,[],"[""Disquete 3,5\""""]","incluye: 5 disquetes de 3,5 pulgadas"
113,0000114,Half-Life: Juego del Año,juegos/half-life-juego-del-ano-bigbox/,mercado,[],"[""España""]",descripcion: Half-Life: Juego del Año es la edición española de la versión Game of the Year del influyente shooter en primera persona de Valve || tags: edición española
113,0000114,Half-Life: Juego del Año,juegos/half-life-juego-del-ano-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
114,000115,Half-Life: Opposing Force,juegos/half-life-opposing-force-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande para PC CD-ROM fue distribuida por Sierra/Havas Interactive y destaca por estar totalmente localizada al castellano || tags: edición española
114,000115,Half-Life: Opposing Force,juegos/half-life-opposing-force-bigbox/,idioma,[],"[""Español""]","descripcion: Esta edición española en caja grande para PC CD-ROM fue distribuida por Sierra/Havas Interactive y destaca por estar totalmente localizada al castellano, además de requerir una instalación previa de Half-Life o Half-Life Juego del Año"
114,000115,Half-Life: Opposing Force,juegos/half-life-opposing-force-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
115,000116,Half-Life Generation,juegos/half-life-generation-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande || tags: edición española
115,000116,Half-Life Generation,juegos/half-life-generation-bigbox/,soporte,[],"[""CD-ROM""]",incluye: 3 CD-ROM
115,000116,Half-Life Generation,juegos/half-life-generation-bigbox/,tipo_edicion,[],"[""Compilación""]","descripcion: Half-Life Generation es una recopilación física para PC publicada por Sierra que reúne el impacto inicial de Half-Life con su expansión oficial Opposing Force y el fenómeno multijugador Counter-Strike, además de Team Fortress Classic como parte del ecosistema competitivo surgido alrededor del motor GoldSrc"
116,000117,Gunman Chronicles,juegos/gunman-chronicles-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española Big Box para PC CD-ROM aparece completamente localizada al castellano y conserva interés documental por representar una de las raras conversiones de un proyecto nacido en la escena mod hacia producto físico comercial bajo el sello Sierra/Havas || tags: edición española
116,000117,Gunman Chronicles,juegos/gunman-chronicles-bigbox/,idioma,[],"[""Español""]",descripcion: Esta edición española Big Box para PC CD-ROM aparece completamente localizada al castellano y conserva interés documental por representar una de las raras conversiones de un proyecto nacido en la escena mod hacia producto físico comercial bajo el sello Sierra/Havas
116,000117,Gunman Chronicles,juegos/gunman-chronicles-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
117,000118,Ultima Underworld: The Stygian Abyss,juegos/ultima-underworld-the-stygian-abyss-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande || tags: edición española
117,000118,Ultima Underworld: The Stygian Abyss,juegos/ultima-underworld-the-stygian-abyss-bigbox/,idioma,[],"[""Español""]",tags: software en castellano
117,000118,Ultima Underworld: The Stygian Abyss,juegos/ultima-underworld-the-stygian-abyss-bigbox/,soporte,[],"[""Disquete 3,5\""""]","incluye: Disquetes de 3,5 pulgadas"
118,000119,5ª Flota,juegos/5a-flota-bigbox/,mercado,[],"[""España""]",descripcion: 5ª Flota es la edición española de 5th Fleet || descripcion: Esta versión física española en caja grande para PC 3 || tags: edición española
118,000119,5ª Flota,juegos/5a-flota-bigbox/,idioma,[],"[""Español""]",incluye: Manual en castellano || tags: software en castellano
118,000119,5ª Flota,juegos/5a-flota-bigbox/,soporte,[],"[""Disquete 3,5\""""]","incluye: 5 disquetes de 3,5 pulgadas"
119,000120,D-Day: The Beginning of the End,juegos/d-day-the-beginning-of-the-end-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande distribuida por Proein incluye software y manual en castellano || tags: edición española
119,000120,D-Day: The Beginning of the End,juegos/d-day-the-beginning-of-the-end-bigbox/,idioma,[],"[""Español""]","incluye: Manual en castellano || tags: software en castellano || tags: manual en castellano || descripcion: Esta edición española en caja grande distribuida por Proein incluye software y manual en castellano, soporte en disquete de 3,5 pulgadas HD y conserva especial interés documental dentro del catálogo de estrategia bélica para compatibles PC de mediados de los noventa"
119,000120,D-Day: The Beginning of the End,juegos/d-day-the-beginning-of-the-end-bigbox/,soporte,[],"[""Disquete 3,5\""""]","incluye: Disquete de 3,5 pulgadas HD"
120,000121,Industry Giant,juegos/industry-giant-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande || descripcion: conserva interés documental por representar la llegada al mercado español de una de las sagas económicas europeas más reconocibles del periodo Windows 95 || tags: edición española
120,000121,Industry Giant,juegos/industry-giant-bigbox/,idioma,[],"[""Español""]","incluye: Manual de instrucciones en castellano || tags: juego traducido al castellano || descripcion: Esta edición española en caja grande, distribuida por Friendware y traducida al castellano, conserva interés documental por representar la llegada al mercado español de una de las sagas económicas europeas más reconocibles del periodo Windows 95"
120,000121,Industry Giant,juegos/industry-giant-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
121,000122,Requiem: Avenging Angel,juegos/requiem-avenging-angel-bigbox/,mercado,[],"[""España""]",descripcion: La edición española distribuida por Proein destaca por indicar manual || descripcion: ambientaciones híbridas y producciones localizadas para el mercado español || tags: edición española
121,000122,Requiem: Avenging Angel,juegos/requiem-avenging-angel-bigbox/,idioma,[],"[""Español""]","tags: voces en castellano || tags: textos en castellano || descripcion: La edición española distribuida por Proein destaca por indicar manual, textos y voces en castellano, además de soporte para juego multijugador en red local e Internet"
121,000122,Requiem: Avenging Angel,juegos/requiem-avenging-angel-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
122,000123,Ground Control,juegos/ground-control-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja de cartón para PC CD-ROM Windows 95/98 fue distribuida por Havas Interactive España bajo el sello Sierra y se presenta como una versión totalmente en castellano || tags: edición española
122,000123,Ground Control,juegos/ground-control-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
123,000124,Ground Control: Dark Conspiracy,juegos/ground-control-dark-conspiracy-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande para PC CD-ROM está totalmente en castellano || tags: edición española
123,000124,Ground Control: Dark Conspiracy,juegos/ground-control-dark-conspiracy-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
124,000125,Daryl F. Gates' Police Quest: SWAT,juegos/daryl-f-gates-police-quest-swat-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande fue distribuida por Coktel Educative || tags: edición española
124,000125,Daryl F. Gates' Police Quest: SWAT,juegos/daryl-f-gates-police-quest-swat-bigbox/,idioma,[],"[""Español""]","incluye: Manual de instrucciones en castellano || tags: manual en castellano || descripcion: Esta edición española en caja grande fue distribuida por Coktel Educative, incluye manual traducido al castellano y ofrece compatibilidad oficial con MS-DOS, Windows 3"
124,000125,Daryl F. Gates' Police Quest: SWAT,juegos/daryl-f-gates-police-quest-swat-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
125,000126,Police Quest: SWAT 2,juegos/police-quest-swat-2-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en Big Box para Windows 95/98 conserva el posicionamiento comercial de Sierra FX || tags: edición española
125,000126,Police Quest: SWAT 2,juegos/police-quest-swat-2-bigbox/,idioma,[],"[""Español""]","tags: textos en castellano || descripcion: Esta edición española en Big Box para Windows 95/98 conserva el posicionamiento comercial de Sierra FX, con textos de pantalla e instrucciones en castellano, y representa una etapa muy concreta del PC de finales de los noventa: CD-ROM, estrategia táctica, manual físico, localización española y una fuerte apuesta por presentar la simulación policial como producto serio, documentado y orientado al realismo"
125,000126,Police Quest: SWAT 2,juegos/police-quest-swat-2-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
126,000127,SWAT 3: Close Quarters Battle,juegos/swat-3-close-quarters-battle-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande || tags: edición española
126,000127,SWAT 3: Close Quarters Battle,juegos/swat-3-close-quarters-battle-bigbox/,idioma,[],"[""Español""]","descripcion: Esta edición española en caja grande, distribuida por Havas Interactive España y completamente localizada al castellano, documenta el lanzamiento original anterior a las posteriores ediciones Elite y Tactical Game of the Year"
126,000127,SWAT 3: Close Quarters Battle,juegos/swat-3-close-quarters-battle-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
127,000128,Star Wars: X-Wing,juegos/star-wars-x-wing-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande || tags: edición española
127,000128,Star Wars: X-Wing,juegos/star-wars-x-wing-bigbox/,idioma,[],"[""Español""]","tags: manual en castellano || descripcion: Esta edición española en caja grande, distribuida por Erbe Software en cinco disquetes de 3,5 pulgadas, conserva documentación localizada al castellano y representa el lanzamiento original anterior a las posteriores ediciones en CD-ROM"
127,000128,Star Wars: X-Wing,juegos/star-wars-x-wing-bigbox/,soporte,[],"[""Disquete 3,5\""""]","incluye: 5 disquetes de 3,5 pulgadas"
128,000129,Lands of Lore: The Throne of Chaos,juegos/lands-of-lore-the-throne-of-chaos-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande fue distribuida por Arcadia Software bajo el sello Virgin Games || tags: edición española
128,000129,Lands of Lore: The Throne of Chaos,juegos/lands-of-lore-the-throne-of-chaos-bigbox/,idioma,[],"[""Español""]",tags: software en castellano
128,000129,Lands of Lore: The Throne of Chaos,juegos/lands-of-lore-the-throne-of-chaos-bigbox/,soporte,[],"[""Disquete 3,5\""""]","incluye: 8 disquetes de 3,5 pulgadas"
129,000130,Buck Rogers: Matrix Cubed,juegos/buck-rogers-matrix-cubed-bigbox/,soporte,[],"[""Disquete 5,25\""""]","incluye: 2 disquetes de 5,25 pulgadas"
130,000131,Master of Magic,juegos/master-of-magic-bigbox/,idioma,[],"[""Inglés""]","tags: documentación en inglés || descripcion: La edición mostrada corresponde a la publicación norteamericana en CD-ROM y caja grande de MicroProse, con documentación en inglés y abundante material de consulta impreso"
130,000131,Master of Magic,juegos/master-of-magic-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
131,000132,Dogfight: 80 Years of Aerial Warfare,juegos/dogfight-80-years-of-aerial-warfare-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española para IBM PC y compatibles se distribuyó en caja grande por Erbe Software || tags: edición española
131,000132,Dogfight: 80 Years of Aerial Warfare,juegos/dogfight-80-years-of-aerial-warfare-bigbox/,idioma,[],"[""Español""]","tags: manual en castellano || descripcion: Esta edición española para IBM PC y compatibles se distribuyó en caja grande por Erbe Software, con el programa en cuatro disquetes de 3,5 pulgadas y documentación localizada al castellano, constituyendo una muestra representativa de la etapa clásica de los simuladores militares de MicroProse"
131,000132,Dogfight: 80 Years of Aerial Warfare,juegos/dogfight-80-years-of-aerial-warfare-bigbox/,soporte,[],"[""Disquete 3,5\""""]","incluye: 4 disquetes de 3,5 pulgadas"
132,000133,Shadowlands,juegos/shadowlands-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española para compatibles IBM PC fue editada y distribuida por Dro Soft en dos disquetes de 5 || tags: edición española
132,000133,Shadowlands,juegos/shadowlands-bigbox/,soporte,[],"[""Disquete 5,25\""""]","incluye: 2 disquetes de 5,25 pulgadas"
133,000134,The Secret of Monkey Island,juegos/the-secret-of-monkey-island-bigbox/,mercado,[],"[""España""]",descripcion: Edición española en caja grande de The Secret of Monkey Island || tags: edición española
133,000134,The Secret of Monkey Island,juegos/the-secret-of-monkey-island-bigbox/,soporte,[],"[""Disquete 3,5\""""]","incluye: 4 disquetes de 3,5 pulgadas HD"
134,000135,La sombra sobre Riva,juegos/la-sombra-sobre-riva-bigbox/,mercado,[],"[""España""]",descripcion: El Ojo Negro: La Sombra sobre Riva es la edición española de Realms of Arkania III: Shadows over Riva || descripcion: Esta edición española en caja grande fue distribuida por Hollywood Multimedia bajo el sello Hollywood Publishing || descripcion: incluye versión en castellano y constituye una publicación poco habitual dentro del mercado español de rol para MS-DOS || tags: edición española
134,000135,La sombra sobre Riva,juegos/la-sombra-sobre-riva-bigbox/,idioma,[],"[""Español""]","incluye: Manual de instrucciones en castellano || tags: versión en castellano || descripcion: Esta edición española en caja grande fue distribuida por Hollywood Multimedia bajo el sello Hollywood Publishing, incluye versión en castellano y constituye una publicación poco habitual dentro del mercado español de rol para MS-DOS"
134,000135,La sombra sobre Riva,juegos/la-sombra-sobre-riva-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
135,000136,World of Warcraft: Wrath of the Lich King - Collector's Edition,juegos/world-of-warcraft-wrath-of-the-lich-king-collectors-edition-bigbox/,mercado,[],"[""España""]",tags: edición española
135,000136,World of Warcraft: Wrath of the Lich King - Collector's Edition,juegos/world-of-warcraft-wrath-of-the-lich-king-collectors-edition-bigbox/,soporte,[],"[""DVD-ROM"", ""CD de audio"", ""DVD de vídeo""]",incluye: DVD-ROM de World of Warcraft: Wrath of the Lich King para PC y Mac || incluye: DVD Entre bastidores || incluye: CD de la banda sonora oficial con 21 pistas y temas adicionales
135,000136,World of Warcraft: Wrath of the Lich King - Collector's Edition,juegos/world-of-warcraft-wrath-of-the-lich-king-collectors-edition-bigbox/,tipo_edicion,[],"[""Edición coleccionista""]","titulo: World of Warcraft: Wrath of the Lich King - Collector's Edition || tags: edición coleccionista || descripcion: Edición coleccionista de World of Warcraft: Wrath of the Lich King, segunda expansión del juego de rol multijugador masivo en línea de Blizzard Entertainment, publicada en 2008 para Windows y Mac OS X || descripcion: La Collector's Edition conserva un conjunto especialmente amplio de materiales físicos y audiovisuales, incluidos libro de arte, banda sonora, documental, alfombrilla-mapa y componentes del juego de cartas, por lo que constituye una edición relevante para documentar el auge comercial y cultural de los juegos multijugador persistentes y de las ediciones de coleccionista para PC de finales de los años 2000"
136,000137,Star Wars: Rebel Assault,juegos/star-wars-rebel-assault-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande fue distribuida por Erbe Software e incorpora documentación en castellano junto al material original de LucasArts || tags: edición española
136,000137,Star Wars: Rebel Assault,juegos/star-wars-rebel-assault-bigbox/,idioma,[],"[""Español"", ""Inglés""]",incluye: Manual original en inglés || tags: manual en castellano || descripcion: Esta edición española en caja grande fue distribuida por Erbe Software e incorpora documentación en castellano junto al material original de LucasArts
136,000137,Star Wars: Rebel Assault,juegos/star-wars-rebel-assault-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM || incluye: Carátula o folleto para el CD-ROM
137,000138,Imperialism,juegos/imperialism-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande distribuida por Proein Software conserva especial interés documental por tratarse de una edición PC y Mac en CD-ROM con manual en castellano || tags: edición española
137,000138,Imperialism,juegos/imperialism-bigbox/,idioma,[],"[""Español""]","tags: manual en castellano || descripcion: Esta edición española en caja grande distribuida por Proein Software conserva especial interés documental por tratarse de una edición PC y Mac en CD-ROM con manual en castellano, representativa de la estrategia compleja de finales de los noventa y del catálogo de SSI fuera del wargame militar tradicional"
137,000138,Imperialism,juegos/imperialism-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
139,000140,Warcraft II: Tides of Darkness,juegos/warcraft-ii-tides-of-darkness-bigbox/,idioma,[],"[""Inglés""]",tags: versión en inglés
139,000140,Warcraft II: Tides of Darkness,juegos/warcraft-ii-tides-of-darkness-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
140,000141,Star Wars: Rebel Assault II - The Hidden Empire,juegos/star-wars-rebel-assault-ii-the-hidden-empire-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande || tags: edición española
140,000141,Star Wars: Rebel Assault II - The Hidden Empire,juegos/star-wars-rebel-assault-ii-the-hidden-empire-bigbox/,soporte,[],"[""CD-ROM""]",incluye: 2 CD-ROM
141,000142,Turok: Dinosaur Hunter,juegos/turok-dinosaur-hunter-bigbox/,mercado,[],"[""Europa""]",descripcion: Esta edición europea en caja grande conserva el lanzamiento físico de Acclaim con documentación multilingüe y soporte óptico en CD-ROM || tags: edición europea
141,000142,Turok: Dinosaur Hunter,juegos/turok-dinosaur-hunter-bigbox/,idioma,[],"[""Multilingüe""]",descripcion: Esta edición europea en caja grande conserva el lanzamiento físico de Acclaim con documentación multilingüe y soporte óptico en CD-ROM
141,000142,Turok: Dinosaur Hunter,juegos/turok-dinosaur-hunter-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
142,000143,Turok 2: Seeds of Evil,juegos/turok-2-seeds-of-evil-bigbox/,mercado,[],"[""Europa""]",descripcion: Esta edición europea en caja grande presenta textos promocionales multilingües e incluye material adicional relacionado con Shadowman y Machines || tags: edición europea
142,000143,Turok 2: Seeds of Evil,juegos/turok-2-seeds-of-evil-bigbox/,idioma,[],"[""Español""]",incluye: Manual de instrucciones en castellano || tags: manual en castellano
142,000143,Turok 2: Seeds of Evil,juegos/turok-2-seeds-of-evil-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
143,000144,Jagged Alliance: Deadly Games,juegos/jagged-alliance-deadly-games-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande fue distribuida por Virgin Interactive e incluye un CD adicional gratuito destinado al juego multijugador || tags: edición española
143,000144,Jagged Alliance: Deadly Games,juegos/jagged-alliance-deadly-games-bigbox/,idioma,[],"[""Español""]",incluye: Manual en castellano
143,000144,Jagged Alliance: Deadly Games,juegos/jagged-alliance-deadly-games-bigbox/,soporte,[],"[""CD-ROM""]",incluye: 2 CD-ROM
144,000145,Hexen,juegos/hexen-bigbox/,mercado,[],"[""Europa""]",descripcion: Esta edición europea en caja grande para CD-ROM fue distribuida por GT Interactive Software (Europe) Limited || tags: edición europea
144,000145,Hexen,juegos/hexen-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja Jewel Case
145,000146,Planescape: Torment,juegos/planescape-torment-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande fue distribuida por Virgin Interactive y conserva el lanzamiento original en varios CD-ROM || tags: edición española
145,000146,Planescape: Torment,juegos/planescape-torment-bigbox/,idioma,[],"[""Español""]","tags: textos en castellano || descripcion: Esta edición española en caja grande fue distribuida por Virgin Interactive y conserva el lanzamiento original en varios CD-ROM, con textos y documentación localizados al castellano"
145,000146,Planescape: Torment,juegos/planescape-torment-bigbox/,soporte,[],"[""CD-ROM""]",incluye: 4 CD-ROM
